"Inst Time","Flow (gpm)"
08/12/2017 02:15 AM,632.461547851563
08/12/2017 02:30 AM,621.345947265625
08/12/2017 02:45 AM,620.271423339844
08/12/2017 03:00 AM,620.271423339844
08/12/2017 03:15 AM,612.221374511719
08/12/2017 03:30 AM,611.476867675781
08/12/2017 03:45 AM,616.383178710938
08/12/2017 04:00 AM,618.759582519531
08/12/2017 04:15 AM,618.936279296875
08/12/2017 04:30 AM,630.809448242188
08/12/2017 04:45 AM,649.447937011719
08/12/2017 05:00 AM,649.447937011719
08/12/2017 05:15 AM,649.447937011719
08/12/2017 05:30 AM,649.447937011719
08/12/2017 05:45 AM,652.839904785156
08/12/2017 06:00 AM,652.839904785156
08/12/2017 06:15 AM,665.438110351563
08/12/2017 06:30 AM,703.675415039063
08/12/2017 06:45 AM,716.358947753906
08/12/2017 07:00 AM,732.958923339844
08/12/2017 07:15 AM,771.146118164063
08/12/2017 07:30 AM,794.431091308594
08/12/2017 07:45 AM,849.161926269531
08/12/2017 08:00 AM,863.224731445313
08/12/2017 08:15 AM,907.642272949219
08/12/2017 08:30 AM,907.201599121094
08/12/2017 08:45 AM,907.201599121094
08/12/2017 09:00 AM,878.96826171875
08/12/2017 09:15 AM,903.343383789063
08/12/2017 09:30 AM,881.291564941406
08/12/2017 09:45 AM,881.291564941406
08/12/2017 10:00 AM,916.958801269531
08/12/2017 10:15 AM,937.099060058594
08/12/2017 10:30 AM,947.909790039063
08/12/2017 10:45 AM,955.740783691406
08/12/2017 11:00 AM,955.740783691406
08/12/2017 11:15 AM,952.755310058594
08/12/2017 11:30 AM,948.56787109375
08/12/2017 11:45 AM,943.872009277344
08/12/2017 12:00 PM,938.400146484375
08/12/2017 12:15 PM,927.472290039063
08/12/2017 12:30 PM,909.597961425781
08/12/2017 12:45 PM,874.087890625
08/12/2017 01:00 PM,858.138244628906
08/12/2017 01:15 PM,858.138244628906
08/12/2017 01:30 PM,858.138244628906
08/12/2017 01:45 PM,867.35400390625
08/12/2017 02:00 PM,863.260009765625
08/12/2017 02:15 PM,872.259643554688
08/12/2017 02:30 PM,872.259643554688
08/12/2017 02:45 PM,851.391235351563
08/12/2017 03:00 PM,844.556701660156
08/12/2017 03:15 PM,826.099060058594
08/12/2017 03:30 PM,825.172912597656
08/12/2017 03:45 PM,819.918395996094
08/12/2017 04:00 PM,818.143371582031
08/12/2017 04:15 PM,815.782104492188
08/12/2017 04:30 PM,804.236022949219
08/12/2017 04:45 PM,804.236022949219
08/12/2017 05:00 PM,812.241882324219
08/12/2017 05:15 PM,826.627868652344
08/12/2017 05:30 PM,826.627868652344
08/12/2017 05:45 PM,826.627868652344
08/12/2017 06:00 PM,781.344665527344
08/12/2017 06:15 PM,774.507568359375
